Proteins	Basal	Basal	Basal	Basal	Basal	Basal	Basal	Basal	Basal	Luminal	Luminal	Luminal	Luminal	Luminal	Luminal	Luminal	Luminal	Luminal
'GPTC1'	1.000693387	0.991029563	1.003471749	1.195819797	1.131314463	0.942131274	0.991716731	0.965936329	0.993092495	1.00695555	1.036701101	1.062895674	0.996540263	1.061423209	1.147902414	0.951977908	1.000693387	1.027401439
'GPTC2'	1.176906737	1.175276328	0.881480158	1.558329159	1.526259209	0.965936329	0.889458994	0.877821798	0.901250463	0.961260928	0.866336856	1.172022284	1	1.113421618	1.112650121	1.044635763	1.074749173	1.0453601
'GPTC8'	0.988970916	1.021012126	1.050444544	0.891928519	0.877821798	1.104198847	1.20163605	1.196648963	1.153485605	1.003471749	1.050444544	1.0181852	0.938871747	0.940826108	1.039579435	0.924022572	0.948026965	0.957935218
'GRAM4'	0.982820599	1.015366101	1.095052471	0.940826108	0.843815796	0.96727633	1.107264584	1.037419937	1.024556823	1.065846736	1.036701101	1.076986376	1.025267238	1.001387256	0.942131274	0.976031761	1.0181852	0.975355462
'GRAP1'	0.974679631	0.995159722	0.985549337	1.169587664	1.182631	1.034547582	1.024556823	1.009751298	1.037419937	1.079228237	1.001387256	1.021012126	1.033114388	1.008352455	0.952637998	0.986232704	0.975355462	0.994470169
'GRB2'	0.965267025	0.980779004	1.039579435	0.748980467	0.695923196	1.020304659	1.089752112	1.119612889	1.149494848	0.991716731	1.00765376	0.986232704	0.996540263	1.009051634	0.999307093	1.030968319	1.055553718	1.028113827
'GRB7'	1	0.989656656	0.959929261	1.079228237	1.028826708	0.957271458	1.00765376	0.973329374	1.00765376	1.071030823	1.039579435	0.971980988	1.011152081	0.994470169	1.042465761	1.046810282	1.139973273	1.083725967
'GREB1'	1.117287138	1.22010051	1.035982764	1.204972315	1.095811766	0.981459064	0.670821112	0.689680461	0.613867842	0.974679631	0.966606097	0.986916546	1.009751298	0.983502074	0.906890329	1.003471749	0.953298545	1.018891197
'GRHL1'	1.002081605	0.914465089	0.878430468	1.074004472	1.07997656	1.00556058	1.011853201	1.016774673	1.059218335	1.092020546	1.196648963	1.080725402	0.931740429	0.975355462	0.984866443	0.979420298	1.026689546	1.043188594
'GRHL2'	1.025267238	1.022428531	1.016070143	1.146312186	1.065108203	1.029540083	1.049716684	0.987600861	1.101141598	1.085981856	0.980099415	1.044635763	0.936272247	1.021012126	1.122721422	1.0238469	1.043188594	1.021720083
'GRHPR'	1.009051634	1.012554807	1.014662547	1.101905116	0.985549337	0.91319825	0.984184022	0.935623498	0.981459064	1.027401439	1.051901779	1.014662547	1.073260286	1.043188594	1.051172909	1.004167543	0.967947027	0.956608158
'GRIN1'	1.009751298	0.890692901	0.85086373	0.936921447	0.881480158	1.050444544	1.02313747	1.059218335	0.951977908	1.298638603	1.458009379	1.220946513	0.888842681	0.960594864	1.033114388	1.160703914	1.488645255	1.150291893
'GRP1'	0.890075733	0.988970916	1.091263877	1.062159186	0.991029563	0.971980988	0.870550563	0.911301281	0.815072332	1.412254404	1.635804117	1.16634937	1.083725967	1.109569472	1.098854218	1.041743429	1.141554707	1.010451446
'GRP75'	1.025978145	1.00486382	1.019597683	0.981459064	0.988285652	0.932386486	0.884540435	0.906261938	0.906261938	1.050444544	1.031683179	0.991029563	0.936921447	1.038859103	1.158292806	1.036701101	1.099616149	1.048262476
'GRSF1'	1.056285625	1.0453601	0.986916546	1.077733145	1.096571589	0.91383145	1.052631155	1.049716684	1.094293701	1.0453601	1.028826708	0.988970916	0.981459064	1.033830736	1.038859103	1.018891197	1.072516617	1.039579435
'GRWD1'	1.008352455	0.959929261	0.87539133	1.244011653	1.303147149	1.062895674	0.995159722	0.959264119	1.065108203	1.093535457	1.101905116	0.915099168	1.147107024	1.133669413	1.098092814	1	0.961260928	0.90312651
'GSDMD'	0.902500727	0.865736566	0.885767519	1.129747215	1.212512819	0.991716731	0.973329374	0.957271458	1.00556058	1.021720083	1.047536127	1.037419937	1.00556058	0.975355462	1.052631155	1.001387256	0.988285652	0.997922719
'GSE1'	1.037419937	0.957271458	0.902500727	1.097331938	1.118837101	1.139183377	1.031683179	1.066585781	1.087488391	0.940826108	0.923382311	0.922742493	0.950000383	0.973329374	0.938871747	0.954621014	0.998614666	1.00695555
'GSK3A'	1.138394029	1.002081605	0.924663278	1.203303026	1.081474763	1.088242442	1.156688184	1.182631	1.107264584	0.841479482	0.977385766	0.977385766	1.006257823	0.825877665	0.587638164	0.951318276	0.865136691	0.865136691
'GSK3B'	1.061423209	1.048262476	1.025978145	0.944747041	0.8962667	0.951318276	0.976708529	0.968618189	0.964598185	0.999307093	1.104964485	1.00556058	0.992404375	1.006257823	1.080725402	0.967947027	1.02313747	0.984184022
'GSLG1'	1.044635763	1.101141598	1.030968319	0.974679631	1	1.076986376	1.053361036	0.989656656	1.008352455	0.974004269	1.109569472	1.173648178	1.031683179	1.024556823	1.049716684	1.226884977	1.205807828	1.278099363
'GSTCD'	1.000693387	0.944092419	0.976708529	1.01395948	1.037419937	1.003471749	1.065846736	1.010451446	1.024556823	0.959929261	0.959929261	0.936921447	1.081474763	0.995159722	1.016774673	1.025267238	1.056285625	1.084477409
'GT251'	0.984866443	0.995849753	1.036701101	1.101905116	1.049716684	0.979420298	1.073260286	0.984184022	1.0181852	1.100378609	1.059218335	1.067325338	1.049716684	0.971307496	0.946057647	1.031683179	1.024556823	1.050444544
'GT2D1'	1.068065408	1.283425898	1.098854218	1.067325338	0.947370071	0.908778116	1.069547088	1.064370182	1.135242102	1.38991822	1.464085696	1.380317353	1.10343374	1.21335356	1.741101127	1.0238469	1.335148303	1.23370717
'GTPB1'	0.990342872	1.0238469	1.0238469	1.000693387	1.183451022	0.895025071	1.101141598	1.092020546	0.994470169	1.001387256	1.032398535	1.024556823	1.048989328	1.016070143	1.0181852	0.942784536	0.946713631	0.961927455
'GTPB3'	0.898755127	0.940174203	0.946713631	0.91383145	1.062159186	0.957935218	0.959264119	1.009751298	1.004167543	1.02313747	0.894404902	0.954621014	0.999307093	1.085981856	0.905633983	1.039579435	1.031683179	1.019597683
'GTSE1'	1.00486382	1.017479692	1.009051634	1.043911927	1.068065408	1.00765376	0.940174203	0.916368645	0.942131274	1.078480432	1.165541198	1.083725967	0.960594864	0.968618189	1.077733145	1.030968319	1.150291893	1.108800644
'GUAA'	1.035264924	0.994470169	0.946057647	1.124278924	1.105730653	1.010451446	1.025267238	0.988285652	1.059218335	1.155085785	0.97874165	1.072516617	1.041021598	1.0132569	0.979420298	0.953298545	0.923382311	0.89564567
'GULP1'	1.110338834	1.052631155	0.936921447	1.082224645	1.098092814	0.955945318	0.953959551	0.826450318	0.788946841	1.021012126	1.119612889	1.073260286	0.973329374	1.015366101	1.071030823	0.983502074	1.129747215	1.088997015
'GYS1'	1.010451446	0.957935218	0.999307093	1.035982764	0.979420298	0.91319825	0.972654947	0.969289817	1.022428531	1.034547582	1.141554707	1.083725967	1.000693387	0.984866443	0.996540263	0.964598185	0.97063447	0.965267025
'GZF1'	1.792533399	0.89564567	0.887611337	1.674812975	1.054091423	1.009051634	0.732042848	0.727490342	0.697855382	1.066585781	1.165541198	1.101905116	0.972654947	1.0181852	0.971980988	1.083725967	1.156688184	1.141554707
'H10'	0.965267025	1.082975046	0.930449658	1.41519416	1.407368375	0.972654947	0.86934456	0.771640088	0.736623843	1.345367209	1.53900722	1.180992661	0.964598185	0.96727633	1.153485605	1.024556823	1.606587994	1.285206337
'H12'	0.942784536	1.031683179	0.97063447	1.050444544	1.082975046	0.8962667	0.948026965	0.79940583	0.906261938	1.777685362	1.564823563	1.28788163	1.00486382	1.055553718	1.336074078	1.602139755	2.642676811	2.162949527
'H13'	0.950659101	1.179356592	0.883315051	1.453972517	1.473247686	1.0132569	0.880259014	0.787307977	0.777007269	1.607701981	1.319507911	1.182631	1.00765376	0.927873476	1.398616083	1.617762697	2.570412675	1.972465409
'H15'	1.129747215	1.102669163	1.148698355	1.381274448	1.064370182	0.855595026	0.933679945	0.780786493	0.790041312	1.559409685	1.433955248	1.143138335	0.986916546	1.003471749	1.322254605	1.141554707	1.550786413	1.271913007
'H1X'	0.984866443	1.066585781	1.051172909	1.2397077	1.187559666	0.867538687	0.97874165	0.897510051	0.886381699	1.235418637	1.185092771	1.114966219	0.950659101	0.948026965	1.096571589	1.130530567	1.421092043	1.29056249
'H2AW'	1.009751298	0.988285652	1.022428531	1.098854218	1.027401439	0.952637998	0.999307093	0.961260928	0.988970916	0.946057647	0.959929261	1.002776436	0.950000383	0.930449658	0.982820599	0.971980988	0.946057647	0.911933166
'H2AX'	1.002081605	1.043188594	1.204972315	1.142346247	1.136816973	1.194163187	1.088242442	0.976031761	0.973329374	1.030253954	1.083725967	1.068805991	1.055553718	0.955945318	1.222640278	1.258757174	1.508380077	1.409320755
'H2AY'	1.062895674	1.051172909	1.046810282	1.095052471	0.994470169	0.915099168	0.955945318	0.954621014	0.937571096	1.051172909	1.139973273	1.098092814	1.021720083	0.997231251	1.114193651	0.922103118	0.944747041	0.948026965
'H2AZ'	1.022428531	0.955945318	1.0132569	1.209994089	1.130530567	1.143930973	1.019597683	1.074004472	1.10343374	1.01395948	1.003471749	1.015366101	0.938221197	0.963261894	1.028826708	1.015366101	1.068065408	1.026689546
'H4'	0.877213549	0.997231251	1.139183377	1.257013375	1.295940965	1.202469249	1.097331938	0.97874165	1.002081605	1.106497353	1.117287138	0.986916546	0.893165852	0.957271458	1.095811766	0.978063473	1.053361036	1.048262476
'HACD3'	0.987600861	0.987600861	1.069547088	0.902500727	0.810003474	0.986916546	1.183451022	1.108800644	1.180992661	0.999307093	0.906261938	0.948684315	1.008352455	0.982139595	0.799960128	1.038859103	0.97063447	1.010451446
'HACL1'	1	1.009751298	0.991029563	1.227735684	1.167158102	0.935623498	1.016070143	0.986232704	0.950000383	1.016774673	1.052631155	1.062159186	0.855595026	0.946713631	0.96996191	1.17772279	1.232852325	1.162314108
'HAKAI'	1.006257823	1.028113827	0.982139595	0.962594443	0.890692901	0.915733686	1.052631155	0.997231251	1.054091423	0.898755127	0.929160674	0.988285652	1.0132569	0.986232704	0.966606097	1.000693387	1.082975046	0.997231251
'HAT1'	1.050444544	1.004167543	1.026689546	0.962594443	0.878430468	1.012554807	1.056285625	1.019597683	1.060687741	1.043911927	1.0181852	0.993781093	1.028826708	1.069547088	1.059218335	0.980099415	1.035264924	1.018891197
'HAUS1'	1.030968319	0.956608158	1.022428531	1.139183377	1.120389214	0.958599438	1.002776436	1.0453601	1.019597683	1.002081605	0.976031761	0.935623498	1.048989328	0.938221197	0.960594864	0.954621014	0.899378312	0.875998315
'HAUS4'	1.025978145	1.064370182	1.060687741	1.089752112	1.042465761	1.063632673	1.067325338	0.986232704	1.038859103	1.107264584	1.010451446	0.934327347	1.120389214	0.974004269	0.993092495	0.980099415	1.090507733	0.985549337
'HAUS5'	0.981459064	0.957935218	1.030968319	0.973329374	0.928516852	1.033830736	1.07549439	1.058484395	1.082224645	0.978063473	0.841479482	0.936272247	0.974004269	1.040300267	1.033830736	1.057018041	0.991029563	0.989656656
'HAUS6'	0.980779004	1.035264924	1.011152081	0.916368645	0.889458994	0.875998315	1.074004472	1.0181852	1.078480432	0.977385766	0.937571096	0.990342872	0.986232704	0.986916546	0.945402117	0.971307496	0.898755127	0.903752727
'HAUS7'	0.960594864	0.971980988	1.044635763	0.867538687	0.864537231	1.006257823	1.061423209	1.01395948	1.126619228	0.919550046	0.905006463	1.054091423	1.030968319	1.098854218	1.019597683	1.051172909	1.069547088	1.053361036
'HAUS8'	1.085229372	1.025267238	0.988970916	1.232852325	1.203303026	0.909408252	0.991716731	0.959264119	0.956608158	1.082224645	1.059218335	1.064370182	1.009751298	0.980779004	0.986232704	1.037419937	1.118061851	1.074004472
'HAX1'	0.96996191	0.941478465	1.010451446	1.10343374	1.068805991	0.887611337	0.955945318	1.054822317	0.989656656	0.953298545	0.945402117	1.016070143	1.003471749	0.927873476	0.969289817	1.047536127	1.057750964	1.038139271
'HCD2'	0.997231251	0.916368645	0.949342121	1.076986376	1.082975046	0.928516852	1.00486382	1.026689546	1.073260286	1.062159186	0.944092419	0.937571096	1.055553718	1.041743429	1.009051634	0.959929261	0.953959551	0.957935218
'HCFC1'	1.047536127	0.985549337	0.927873476	1.035264924	1.038859103	0.885767519	0.975355462	0.977385766	1.060687741	1.07997656	1.059218335	1.034547582	1.00765376	0.988970916	1.059218335	0.992404375	1.035264924	1.018891197
'HD'	0.995849753	1.021012126	0.961927455	0.963261894	0.974004269	0.998614666	0.998614666	0.984866443	0.995849753	1.029540083	1.048262476	1.016070143	0.988285652	1.016070143	0.988285652	0.999307093	0.976708529	1.014662547
'HDAC2'	0.951318276	1.018891197	1.067325338	0.971980988	0.911301281	1.00695555	1.051901779	0.992404375	1.036701101	1.016774673	1.039579435	0.987600861	1.000693387	0.952637998	0.968618189	1.003471749	0.953298545	0.938871747
'HDAC3'	0.949342121	0.936272247	1.012554807	0.858565436	0.852044095	0.994470169	1.057018041	0.999307093	1.083725967	1.004167543	1.016774673	0.982820599	0.950659101	0.958599438	0.933032992	0.974679631	1.003471749	0.987600861
'HDAC4'	1.059952783	0.974004269	1.068065408	0.983502074	0.90312651	1.055553718	0.988285652	1.008352455	1.00486382	1.035982764	1.086734863	0.950659101	0.96727633	0.955282936	1.021012126	0.990342872	0.938871747	0.872967591
'HDAC6'	0.995159722	1.01395948	0.953298545	1.079228237	0.999307093	0.993092495	1.027401439	0.964598185	1.037419937	1.054091423	1.028826708	1	1.002081605	0.986232704	0.957935218	0.997231251	1.037419937	1.026689546
'HDAC7'	1.002776436	0.947370071	0.958599438	1.091263877	1.108032348	0.932386486	1.025267238	1.041021598	0.995159722	0.978063473	0.947370071	0.991716731	0.924022572	0.922742493	0.991716731	1.10343374	1.085981856	1.112650121
'HDC'	1.021720083	0.948684315	0.982820599	1.026689546	1.072516617	0.97874165	0.91383145	0.928516852	0.940826108	0.951318276	1.025978145	0.996540263	0.946057647	0.993781093	0.949342121	0.954621014	0.993781093	1.016070143
'HDDC2'	1.026689546	0.984866443	1.041021598	1.062159186	0.980099415	0.999307093	1.002776436	0.986232704	1.028113827	1.074749173	1.048262476	1.046810282	1.179356592	1.07997656	1.002081605	1.032398535	1.072516617	1.071030823
'HEAT3'	1.054091423	1.032398535	1.146312186	0.829894586	0.736113431	0.879649076	0.999307093	0.967947027	0.944747041	0.961927455	1.018891197	1.02313747	1.036701101	1.030968319	0.935623498	1.000693387	0.887611337	0.929160674
'HEAT6'	1.093535457	1.04608494	1.154285418	0.829894586	0.855595026	1	1.225185332	1.099616149	1.190031696	0.97063447	0.987600861	1.049716684	0.961260928	1.02313747	0.902500727	1.011152081	0.957935218	1.057750964
'HEBP1'	0.979420298	0.986232704	0.96996191	1.016774673	0.950659101	1.025978145	1.048262476	1.030253954	1.113421618	1.034547582	1.009051634	1.032398535	0.997922719	1.101141598	0.958599438	1.009751298	0.956608158	1.00486382
'HEBP2'	0.967947027	1.085981856	1.087488391	0.863938187	0.711038705	1.00765376	1.305859787	1.148698355	1.22603486	1.008352455	1.124278924	1.121943481	1.030968319	1.012554807	1.015366101	0.980779004	0.991716731	1.00486382
'HECD3'	1.009051634	0.980779004	1.02313747	0.893165852	0.901250463	0.974004269	1.052631155	1.00765376	1.106497353	0.984184022	0.936921447	1	1.008352455	1.01395948	0.996540263	1.027401439	1.062159186	1.076240125
'HELLS'	1.033830736	1.02313747	1.017479692	0.983502074	0.945402117	0.93109482	0.965936329	0.941478465	0.991029563	1.298638603	1.337000495	1.163120042	1.039579435	1.028826708	1.127400412	1.235418637	1.571345033	1.459020344
'HELZ'	0.963261894	0.979420298	0.975355462	1.00765376	0.980099415	0.991029563	1.002081605	0.952637998	1.026689546	1.018891197	1.071773463	0.977385766	0.969289817	1.030968319	1.056285625	1.062159186	1.091263877	1.053361036
'HELZ2'	1.002776436	0.974679631	0.960594864	0.974679631	1.081474763	0.937571096	1.054822317	1.001387256	1.038139271	1.022428531	1.009751298	1.021012126	0.951318276	1.002776436	1.078480432	1.108032348	1.193335743	1.154285418
'HEM3'	1.019597683	0.972654947	0.942784536	1.173648178	1.256142381	1.128182137	0.999307093	0.982139595	1.011853201	0.980779004	1.041021598	1.01395948	0.972654947	1.033114388	1.054091423	0.993781093	0.974004269	0.986916546
'HEM4'	1.038859103	0.969289817	0.940826108	0.933032992	0.968618189	1.002081605	1.011152081	1.014662547	1.043188594	1.031683179	1.016774673	1	1.01395948	1.0181852	0.988285652	0.97874165	0.999307093	0.993781093
'HEM6'	1.011853201	1.026689546	0.983502074	1.033114388	0.980099415	0.940174203	0.977385766	0.947370071	1.008352455	0.995849753	1.028113827	0.968618189	1.028826708	1.028826708	0.983502074	0.950659101	0.868140228	0.952637998
'HERC1'	1	1.046810282	1.002776436	0.952637998	0.958599438	0.930449658	1.006257823	1.011152081	1.041021598	1.026689546	0.988970916	1.000693387	0.992404375	1.001387256	1.006257823	0.999307093	0.984866443	0.992404375
'HERC2'	0.976708529	0.974679631	0.984866443	0.939522749	0.91319825	0.983502074	1.016774673	1.0238469	1.037419937	1.018891197	1.017479692	1.003471749	0.96727633	0.968618189	0.951977908	0.995159722	1.04608494	1.035982764
'HERC4'	0.942131274	1.009051634	0.904379378	1.128964405	1.161508732	1.033830736	1.033830736	0.993092495	0.980779004	0.965936329	0.935623498	1.009751298	1.003471749	0.993781093	0.936272247	0.946713631	0.903752727	0.934975198
'HERP2'	0.990342872	1.028826708	0.910038824	1.156688184	1.180174343	0.982139595	0.935623498	0.916368645	0.923382311	0.946713631	0.837406488	0.945402117	1.008352455	1.056285625	0.860949188	1.016774673	1.017479692	1.031683179
'HEXDC'	0.997231251	0.965267025	1.0181852	0.996540263	0.936921447	0.915733686	1.161508732	1.00695555	0.984866443	1.002776436	0.975355462	0.952637998	0.937571096	1.048989328	1.102669163	1.025267238	1.054822317	1.024556823
'HEXI1'	1.051901779	0.975355462	1.021720083	0.681601304	0.647970483	1.014662547	1.165541198	1.093535457	1.271913007	1.0238469	1.084477409	1.071030823	0.992404375	1.00486382	0.955282936	1.030968319	1.052631155	1.020304659
'HEXI2'	0.962594443	0.893785162	0.944747041	0.963929808	0.967947027	0.981459064	1.063632673	0.962594443	1.011853201	1.001387256	0.980099415	0.933032992	0.924663278	1.025267238	1.025978145	1.117287138	1.202469249	1.171210181
'HGH1'	0.981459064	0.90312651	0.898132373	1.082224645	1.161508732	0.853817714	1.011853201	0.979420298	1.052631155	0.963261894	0.990342872	1.048262476	1.027401439	1.101905116	1.008352455	1.009051634	1.091263877	1.032398535
'HGS'	1.048262476	1.107264584	1.034547582	0.998614666	0.974004269	0.914465089	0.982139595	0.933032992	0.96996191	0.920187651	0.995159722	0.976708529	0.979420298	1.029540083	0.961927455	1.019597683	0.980779004	1.031683179
'HIBCH'	0.980779004	0.963929808	0.995849753	1.02313747	0.945402117	0.997231251	0.936272247	0.948684315	0.963261894	1.129747215	1.018891197	0.977385766	1.069547088	1.043911927	0.933032992	1.0132569	0.986232704	0.940174203
'HID1'	0.981459064	1.041021598	1.074004472	0.979420298	0.987600861	0.992404375	1.00556058	0.980779004	1.033114388	0.972654947	0.936921447	0.961927455	1.035982764	0.991716731	0.946057647	0.985549337	0.998614666	0.974679631
'HINT1'	1.000693387	1.014662547	0.960594864	1.120389214	1.087488391	0.97874165	0.959929261	0.915733686	0.957935218	1.046810282	1.04608494	1.034547582	1.019597683	1.048262476	1.057750964	0.993092495	0.969289817	1.024556823
'HIP1'	1.001387256	1.035982764	1.009051634	1.002776436	0.947370071	0.955282936	1.139183377	1.050444544	1.098854218	1.031683179	0.993092495	0.986232704	1.002081605	1.024556823	1.008352455	0.955282936	0.988970916	0.965267025
'HIP1R'	1.012554807	0.97063447	0.975355462	1.025267238	1.076240125	0.986232704	0.992404375	0.942131274	0.985549337	0.993781093	0.974004269	0.971980988	1.035982764	1.041743429	1.042465761	0.976708529	1.052631155	1.0238469
'HIRA'	1.011152081	1.042465761	1.002776436	0.928516852	0.892546971	1.016070143	1.014662547	0.993781093	0.993092495	1.248330549	1.052631155	1.057018041	0.946713631	0.991716731	1.246601194	0.958599438	1.011152081	0.967947027
'HIRP3'	0.972654947	1.0181852	1.018891197	1.212512819	1.160703914	1.074749173	1.088997015	1.017479692	1.063632673	1.059218335	0.987600861	1.011853201	0.948026965	0.987600861	0.989656656	1.016070143	1.074004472	1.068805991
'HJURP'	1.028113827	1.054091423	1.089752112	0.976708529	0.921464186	0.940826108	1.040300267	0.948026965	0.979420298	1.20163605	1.223488041	1.202469249	0.979420298	1.016774673	1.368883813	0.949342121	1.078480432	1.026689546
'HLTF'	1.029540083	1.064370182	1.018891197	1.046810282	0.960594864	1.092020546	0.986232704	0.948026965	0.97063447	1.003471749	1.021012126	0.984866443	1.002776436	1.00556058	1.091263877	1.016774673	1.042465761	1.030968319
'HM20A'	0.961927455	1.00695555	0.980779004	1.141554707	1.102669163	0.968618189	1.033114388	0.991716731	1.065846736	1.125058485	1.081474763	1.041021598	1.009051634	1.011853201	1.061423209	0.974679631	1.021012126	0.995159722
'HMCES'	1.021720083	1.01395948	0.971307496	1.034547582	1.00695555	0.995849753	0.976708529	0.922103118	1.00765376	0.961260928	0.931740429	0.984866443	1.00695555	1.006257823	1.07997656	0.96996191	0.948684315	1.017479692
'HMCS1'	1.086734863	1.039579435	1.00695555	0.934327347	0.856188285	0.843815796	1.113421618	1.009051634	1.111879158	1.034547582	1.00765376	0.976708529	1.037419937	1.028113827	1.054822317	0.990342872	1.088997015	1.039579435
'HMDH'	1.090507733	1.018891197	1	0.763129604	0.738669032	0.986916546	0.976708529	0.959264119	0.931740429	0.962594443	1.172022284	1.071773463	1.076240125	0.966606097	0.973329374	1	1.036701101	0.993781093
'HMGB1'	1.030253954	1.010451446	0.954621014	1.047536127	1.025267238	1.027401439	0.939522749	0.838568184	0.929804943	1.059952783	0.986232704	1.00695555	1.00695555	1.00486382	1.04608494	0.978063473	0.966606097	0.957271458
'HMGB2'	1.095052471	1.120389214	1.098092814	1.00486382	0.914465089	0.948026965	0.935623498	0.859160755	0.835666959	1.091263877	0.969289817	1.0181852	1.055553718	0.980779004	0.980099415	1.010451446	0.985549337	0.966606097
'HMGN2'	0.923382311	0.934975198	1.172022284	0.607939642	0.564873607	0.90062598	1.813780658	1.561572985	1.858321349	1.016774673	1.073260286	1.098854218	0.975355462	0.980779004	0.89564567	0.959264119	1.135242102	1.151089491
'HMGN4'	1.047536127	1.100378609	1.025978145	1.234562607	1.185914499	1.026689546	0.955945318	0.906261938	0.90000193	0.977385766	1.008352455	1.029540083	0.97874165	0.976031761	0.818469182	0.974004269	0.965936329	0.931740429
'HMGN5'	0.976708529	1.034547582	0.90062598	1.053361036	1.064370182	0.965267025	0.916368645	0.878430468	0.935623498	0.773246337	0.753667455	0.86934456	0.993781093	1.002776436	0.729004689	0.965936329	0.762072415	0.897510051
'HMGX4'	1.130530567	1.062895674	0.933032992	0.989656656	1.092777739	0.926588062	1.054091423	1.032398535	1.085229372	0.980099415	0.882091365	0.918912883	1.067325338	1.004167543	0.962594443	1.145517898	1.215879283	1.165541198
'HMMR'	1.009051634	1.043911927	1.021012126	0.976031761	0.953298545	1.019597683	1.04608494	1.055553718	1.058484395	1.028113827	0.895025071	0.97063447	0.996540263	0.925304428	0.936921447	0.986232704	0.993092495	0.952637998
'HMOX2'	1.068065408	1.035982764	1.025267238	0.883315051	0.886381699	0.862741345	0.984184022	0.914465089	1.051172909	1.008352455	0.934975198	0.988285652	1.00556058	0.973329374	0.753145233	1.029540083	0.985549337	0.984184022
'HNRDL'	1.030253954	1.041021598	0.947370071	0.987600861	1.082224645	1.033830736	0.934327347	0.937571096	0.948684315	0.980779004	1.00695555	0.960594864	1.025267238	1.165541198	1.062895674	0.995159722	1.214194884	1.127400412
'HNRH1'	1.0453601	1.006257823	1.031683179	1.111108729	1.082224645	1.067325338	0.988970916	1.008352455	1.050444544	1.068805991	1.00556058	1.014662547	1.028826708	1.020304659	1.071773463	0.956608158	1.016774673	0.993092495
'HNRH2'	0.987600861	1.047536127	0.912565489	1.062895674	1.112650121	1.019597683	1.014662547	0.997231251	1.048262476	1.017479692	1.098854218	1.059218335	0.91383145	1.002081605	1.035264924	0.991029563	0.928516852	0.984866443
'HNRL1'	1.015366101	1.051172909	1.128964405	0.866937564	0.788400174	0.877213549	1.039579435	1.046810282	1.100378609	1.078480432	1.07997656	1.074004472	0.991716731	0.997231251	1.040300267	1.098854218	1.106497353	1.092020546
'HNRL2'	1.011152081	1.02313747	1.031683179	1.033830736	1	1.055553718	0.976031761	0.973329374	1.002776436	0.989656656	1.011152081	0.993092495	1.068805991	1.048262476	1.030968319	0.950659101	0.946713631	0.958599438
'HNRLL'	1.00695555	1.008352455	0.963261894	1.072516617	0.963929808	1.029540083	0.916368645	0.90000193	0.963929808	1.01395948	1.004167543	0.97063447	1.018891197	1.00556058	1.033114388	0.998614666	0.948026965	0.954621014
'HNRPF'	1.035264924	0.960594864	0.887611337	1.245737416	1.172022284	1.02313747	0.909408252	0.898755127	0.963929808	1.254402205	1.006257823	1.011152081	0.982139595	1.001387256	1.064370182	0.982820599	1.130530567	1.033830736
'HOIL1'	0.986916546	0.995849753	0.885153765	1.191682575	1.199139914	0.919550046	0.996540263	0.924663278	0.924663278	0.953959551	0.988285652	0.982139595	1.0238469	1.038859103	0.984184022	1.025978145	1.011853201	1.081474763
'HOMEZ'	1.055553718	0.960594864	0.947370071	1.054822317	1.139183377	1.028826708	1.339783602	1.25962998	1.404444876	1.02313747	1.02313747	1.081474763	0.863339559	0.866336856	0.632878297	0.982139595	1.041743429	1.002081605
'HOOK1'	1.037419937	0.995849753	1.009051634	0.963261894	0.969289817	0.883927531	1.091263877	1.048989328	1.082975046	1.016774673	0.981459064	1.054822317	1.014662547	1.02313747	0.917639882	0.961260928	0.911933166	0.928516852
'HOOK3'	1.009751298	1.021012126	0.97063447	1.101141598	1.074749173	0.936272247	1.085229372	1.00486382	1.056285625	0.862741345	1.011853201	1.003471749	0.992404375	1.102669163	0.951318276	1.030253954	0.995159722	1.061423209
'HP1B3'	1.009051634	1	1.059218335	1.307671349	1.25353302	0.927873476	0.957935218	0.965267025	0.929804943	1.083725967	1.07997656	1.106497353	0.977385766	0.93109482	0.942131274	1.0181852	1.020304659	1.016774673
'HPBP1'	1.02313747	0.951977908	0.879039561	1.150291893	1.118061851	1.015366101	1.046810282	0.938221197	1.048262476	1.028826708	1.041743429	1.057750964	0.991029563	1.048989328	1.00556058	0.965936329	1.00556058	1.02313747
'HPRT'	1.038139271	0.944747041	0.938871747	1.037419937	0.915099168	1.011152081	1.163120042	0.993092495	1.096571589	1.124278924	1.286097483	1.086734863	1.01395948	0.930449658	1.069547088	0.984866443	1.101141598	1.037419937
'HPS5'	0.988285652	1.021720083	0.982139595	0.977385766	0.922103118	1.061423209	1.200803427	1.189207115	1.159899655	1.061423209	1.024556823	1.136029265	0.971980988	1.00695555	1.00695555	1.031683179	1.148698355	1.147902414
'HPS6'	0.974004269	0.957935218	0.942131274	1.055553718	1.004167543	0.974004269	0.909408252	0.955945318	0.944747041	0.884540435	0.914465089	0.957935218	0.963261894	1.033114388	0.907519155	1.041021598	1.030968319	1.085981856
'HS105'	0.991716731	0.999307093	1.003471749	1.074749173	0.952637998	0.919550046	1.029540083	0.986232704	1.039579435	1.043911927	1.0181852	1.038139271	1.117287138	1.052631155	1.000693387	0.991716731	1.043911927	1.028113827
'HS71B'	0.930449658	0.997922719	1.009051634	1.043911927	0.889458994	0.994470169	1.047536127	1.062159186	1.058484395	1.059218335	1.024556823	1.097331938	1.054822317	1.061423209	1.0181852	1.001387256	1.051901779	1.036701101
